No.,Character,Study Word,Furigana,Translation,Grade Level,JLPT,FR
1134,請,請願,せいがん,a petition,S,N1,4
1135,整,整理券,せいりけん,numbered tickets,G3,N1,4
1137,税,税金,"ぜいきん 
",taxes/tax money,G5,N2,4
1149,責,責任,せきにん,responsibility,G5,N3,4
1150,跡,足跡,あしあと,footprint,S,N2,4
1159,設,建設,けんせつ,construction,G5,N2,4
1169,占,占い,うらない,fortune-telling,S,N2,4
1171,宣,宣伝,せんでん,propaganda,G6,N1,4
1188,銭,銭湯,せんとう,public bath,G5,N1,4
1189,潜,潜在意識,せんざいいしき,subconscious,S,N1,4
1198,善,善,ぜん,virtuous,G6,N1,4
1203,繕,繕う,つくろう,to mend clothing/to keep up appearances,S,N1,4
1205,阻,阻害,そがい,an obstruction,S,N1,4
1210,粗,粗い/粗品,あらい/そしな,crude/a poor gift,S,N1,4
1212,疎,( に )疎い,( に ) うとい,emotionally distant/estranged from,S,N1,4
1213,訴,訴える,うったえる,to accuse of wrongdoing/to file a lawsuit,S,N1,4
1216,礎,基礎,きそ,the fundamentals of/foundation of,S,N1,4
1222,奏,演奏,えんそう,perform/performance,G6,N1,4
1227,倉,倉庫,そうこ,warehouse,G4,N1,4
1229,挿,挿入,そうにゅう,to insert,S,N1,4
1231,巣,クモの巣,クモのす,spiderweb,G4,N1,4
1241,装,変装,へんそう,disguise,G6,N2,4
1242,僧,僧侶,そうりょ,buddhist monk,S,N1,4
1244,層,ｘｘｘ 層 (オゾン層 ),ｘｘｘそう (おぞんそう) ,layer (ozone layer),G6,N2,4
1245,総,総理,そうり,prime minister,G5,N2,4
1246,遭,( に ) 遭う,( に ) あう,a (negative) chance encounter,S,N1,4
1253,藻,海藻,かいそう,seaweed,S,N1,4
1254,造,創造的,そうぞうてき,creative,G5,N2,4
1257,憎,憎らしい,にくらしい,to detest,S,N2,4
1261,即,即興,そっきょう,to improvise,S,N1,4
1264,促,催促,さいそく,to repeatedly request,S,N1,4
1265,則,規則,きそく,rule or regulation ,G5,N2,4
1273,属,金属,きんぞく,metal,G5,N1,4
1282,損,損害,そんがい,damages,G5,N2,4
1288,妥,妥協,だきょう,compromise,S,N1,4
1289,唾,唾液,だえき,saliva,S,N1,4
1290,堕,堕落してる,だらくしてる,morally corrupt (not politcally),S,N1,4
1296,耐,耐る,たえる,to physically withstand,S,N1,4
1305,逮,逮捕,たいほ,to arrest,S,N1,4
1306,替,替える, かえる,to switch between things (channels/sides etc),S,N2,4
1309,滞,渋滞,じゅうたい,traffic,S,N1,4
1319,択,選択,せんたく,to choose (formal),S,N1,4
1325,諾,承諾,しょうだく,consent,S,N1,4
1330,奪,奪う,うばう,to steal by force,S,N1,4
1337,炭,石炭,せきたん,coal,G3,N2,4
1342,嘆,驚嘆,きょうたん,"wonder, amazement",S,N1,4
1343,端,端,はし,edge,S,N1,4
1367,畜,家畜,かちく,livestock,S,N2,4
1370,築,建築,けんちく,architecture​,G5,N2,4
1381,忠,忠実,ちゅうじつ,faithful,G6,N1,4
1382,抽,抽象的,ちゅうしょうてき,abstract,S,N1,4
1385,柱,柱,はしら,pillar,G3,N2,4
1390,著,著作権,ちょさくけん,copyright,G6,N2,4
1394,庁,東京都庁,とうきょうとちょう,Tokyo Metropolitan Government,G6,N2,4
1395,兆,兆候,ちょうこう,a sign/omen,G4,N2,4
1401,彫,彫る,ほる,to carve,S,N1,4
1416,聴,盗聴,とうちょう,"to wiretap, bug",S,N1,4
1433,漬,漬物,つけもの,Japanese pickeled vegetables,S,N1,4
1446,貞,童貞,どうてい,male virgin,S,N1,4
1447,帝,帝国,ていこく,empire,S,N1,4
1454,提,提案,ていあん,proposal,G5,N1,4
1457,締,締め切り,しめきり,deadline,S,N1,4
1462,摘,摘む,つむ,to prune (ex. a bush),S,N1,4
1463,滴,滴る,したたる,to drip,S,N2,4
1470,徹,徹底的( に ) ,てっていてき( に ) ,to do thoroughly,S,N1,4
1471,撤,撤去,てっきょ,to dismantle,S,N1,4
1477,添,添付,てんぷ,to attach (ex. a file),S,N1,4
1487,徒,生徒,せいと,religious follower,G4,N3,4
1492,賭,賭ける,かける,to bet/risk,S,N1,4
1500,灯,街灯,がいとう,streetlight,G4,N2,4
1509,唐,唐突,とうとつ,sudden and unexpected,S,N1,4
1512,討,討論,とうろん,discussion,G6,N1,4
1518,塔,塔 (エッフェル塔),とう (エッフェルとう),tower (Eiffel tower) ,S,N2,4
1519,搭,搭乗,とうじょう,"to board (a plane, boat etc.)",S,N1,4
1526,筒,封筒,ふうとう,envelope,S,N2,4
1538,胴,胴体,どうたい,torso,S,N1,4
1541,童,児童 (ex 児童文学),じどう(じどうぶんが）,formal word for children (Ex. children's literature),G3,N2,4
1545,導,導く,みちびく,moral guidance/leadership,G5,N2,4
1548,匿,匿名,とくめい,anonymity,S,N1,4
1551,督,監督,かんとく,a director,S,N1,4
1552,徳,道徳 （徳島県）,どうとく（とくしまけん）,moral principles (Tokushima Prefecture),G5,N1,4
1565,鈍,鈍い,にぶい,physically dull,S,N2,4
1572,謎,謎,なぞ,a mystery/riddle/enigma,S,N1,4
1578,尼,尼,あま,nun,S,N1,4
1586,尿,夜尿症,やにょうしょう,bed-wetting,S,N1,4
1587,任,責任,せきにん,responsibility,G5,N3,4
1588,妊,妊娠,にんしん,pregnancy,S,N1,4
1598,悩,悩む,なやむ,to worry,S,N2,4
1599,納,収納,しゅうのう," storage, putting or stowing away",G6,N1,4
1601,脳,洗脳,せんのう,brainwash,G6,N2,4
1607,破,破壊,はかい,destruction/to destroy,G5,N3,4
1612,拝,拝啓　（敬具）,はいけい　（けいぐ）,"""Dear xxx"" (formal)/pairs with ""sincerely""",G6,N2,4
1618,排,排除,はいじょ,to eliminate/remove,S,N1,4
1620,廃,廃止,はいし,abolish,S,N1,4
1626,陪,陪審,ばいしん,jury,S,N1,4
1641,縛,縛る,しばる,to bind or tie (a string),S,N1,4
1652,抜,抜く・抜ける,ぬく・ぬける,to pluck/to be plucked,S,N3,4
1661,伴,伴う,ともなう,to accompany,S,N1,4
1665,板,板/看板,いた/かんばん,board/store sign,G3,N2,4
1666,版,出版,しゅっぱん,to publish,G5,N2,4
1676,範,範囲,はんい,the extent/scope/range,S,N1,4
1682,盤,羅針盤,らしんばん,compass,S,N1,4
1687,批,批判,ひはん,criticism,G6,N1,4
1692,卑,卑しい,いやしい,lowly,S,N1,4
1699,費,費やす,ついやす,to consume/spend/watse,G4,N3,4
1720,票,票,ひょう,"vote, ballot",G4,N1,4
1721,評,評論,ひょうろん,"critique (of a play, book, film etc)",G5,N1,4
1722,漂,漂う,ただよう,to drift (through the air/on water),S,N1,4
1723,標,標識,ひょうしき,sign (like a stop sign),G4,N1,4
1724,苗,苗木,なえぎ,sapling,S,N1,4
1734,敏,敏感,びんかん,sensitive,S,N1,4
1745,附,附属,ふぞく,affiliated,S,N1,4
1759,侮,侮辱,ぶじょく,insult,S,N1,4
1763,封,封筒,ふうとう,envelope,S,N2,4
1767,副,副（副社長）,ふく（ふくしゃちょう）,vice  (vice president of a company),G4,N2,4
1768,幅,幅,はば,width,S,N2,4
1778,粉,粉/花粉症,こな/かふんしょう,powder/hay fever,G4,N2,4
1779,紛,紛らわしい,まぎらわしい,ambiguous,S,N1,4
1781,噴,噴く,ふく,to spew,S,N1,4
1783,憤,憤慨,ふんがい,resentment,S,N1,4
1784,奮,興奮,こうふん,excitement,G6,N1,4
1790,兵,兵士,へいし,soldier,G4,N2,4
1793,柄,柄,がら,pattern/design,S,N1,4
1804,癖,癖,くせ,a bad habit,S,N1,4
1811,偏,偏見,へんけん,prejudice/bias,S,N1,4
1813,編,編集,へんしゅう,to edit,G5,N2,4
1820,捕,捕まえる,つかまえる,to catch,S,N3,4
1821,補,候補,こうほ,candidate,G6,N2,4
1822,舗,店舗,てんぽ,a branch (of a chain store),S,N1,4
1824,募,募集中,ぼしゅうちゅう,now hiring,S,N2,4
1839,胞,細胞,さいぼう,a cell (biology),S,N1,4
1840,俸,年俸,ねんぽう,annual salary,S,N1,4
1843,砲,大砲,たいほう,a cannon,S,N1,4
1845,訪,訪ねる,たずねる,an official visit,G6,N3,4
1846,報,報道,ほうどう,news report,G5,N3,4
1848,豊,豊か,ゆたか,abundant,G5,N2,4
1849,飽,飽きる,あきる,to get tired of/lose interest in,S,N1,4
1856,妨,妨害,ぼうがい,interference,S,N1,4
1858,防,防ｘｘｘ（防水）,ぼうｘｘｘ（ぼうすい）,resistant (water-resistant),G5,N2,4
1859,房,房,ふさ,tuft (of hair),S,N1,4
1861,某,某ｘｘｘ,ぼうｘｘｘ,a certain xxx,S,N1,4
1863,剖,解剖,かいぼう,to dissect,S,N1,4
1869,貿,貿易,ぼうえき,international trade,G5,N2,4
1871,暴,暴力,ぼうりょく,violence,G5,N2,4
1872,膨,膨らむ,ふくらむ,to swell,S,N1,4
1873,謀,陰謀,いんぼう,a conspiracy,S,N1,4
1883,没,沈没,ちんぼつ,to sink,S,N1,4
1892,摩,摩擦,まさつ,friction,S,N1,4
1899,埋,埋める,うめる,to bury,S,N2,4
1916,脈,静脈,じょうみゃく,veins,G4,N1,4
1920,矛,矛盾,むじゅん,a contradiction,S,N1,4
1931,盟,同盟,どうめい,a military alliance (NATO etc),G6,N1,4
1940,模,模様,もよう,pattern,G6,N1,4
1942,妄,妄想,もうそう,a delusion,S,N1,4
1943,盲,盲点,もうてん,a blind spot/loophole,S,N1,4
1945,猛,猛烈,もうれつ,fierce (usually nature or emotions),S,N1,4
1956,厄,厄介,やっかい,troublesome,S,N1,4
1961,躍,躍る,おどる,to jump up (and down),S,N1,4
1962,闇,闇,やみ,absolute darkness,S,N1,4
1965,喩,比喩,ひゆ,metaphor,S,N1,4
1967,諭,諭す,さとす,to advise or guide (a child),S,N1,4
1968,輸,輸入/輸出,ゆにゅう/ゆしゅつ,import/export,G5,N2,4
1969,癒,癒/治癒,いやし/ちゆ,healing,S,N1,4
1970,唯,唯一のｘｘｘ,ゆいいつのｘｘｘ,the only xxx,S,N1,4
1979,裕,裕福,ゆうふく,"affluent, rich",S,N1,4
1981,雄,英雄,えいゆう,hero/heroine,S,N1,4
1984,融,金融,きんゆう,"finance, financing",S,N1,4
1988,余, 余る, あまる,surpluss/excess,G5,N3,4
1989,誉,名誉,めいよ,honor/prestige,S,N1,4
1990,預,預ける,あずける,to deposit money in a bank,G5,N2,4
1999,揚,揚げる/揚がる,あげる/あがる,hoisting a flag,S,N1,4
2000,揺,揺さぶる/揺れる/揺する/揺る,ゆさぶる/ゆれる/ゆする/ゆる,"to sway, shake, jolt, shock",S,N1,4
2006,瘍,腫瘍,しゅよう,tumor,S,N1,4
2009,養,養子,ようし,to adopt a child,G4,N1,4
2017,翌,翌日/翌月/翌朝,よくじつ/よくげつ/よくちょう,next day/next month/next morning,G6,N2,4
2029,乱,混乱,こんらん,confusion/disorder/chaos,G6,N2,4
2033,藍,藍色,あいいろ,indigo,S,N1,4
2040,裏,裏切り者,うらぎりもの,traitor,G6,N2,4
2042,璃,瑠璃色,るりいろ,azure blue,S,N1,4
2046,律,法律/律令,ほうりつ/りつりょう,laws /historical law system,G6,N2,4
2048,略,省略/略語,しょうりゃく/りゃくご,to abbreviate/an abbreviation,G5,N2,4
2053,粒,粒,つぶ,"grain, bead, drop",S,N2,4
2059,慮,遠慮,えんりょ,to regretfully decline/politely refuse,S,N1,4
2067,量,大量,たいりょう,a large amount/mass,G4,N2,4
2070,寮,寮,りょう,"hostel, dormitory",S,N1,4
2071,療,医療,いりょう,medical treatment,S,N2,4
2078,倫,倫理,りんり,one's personal ethics or principles,S,N1,4
2081,臨,臨む,のぞむ,"to face (a situation, crisis, etc.)",G6,N1,4
2082,瑠,瑠璃色,るりいろ,azure blue,S,N1,4
2086,類,種類,しゅるい,kinds/variety/types,G4,N3,4
2087,令,令和,れいわ,Reiwa Era,G4,N2,4
2093,鈴,鈴,すず,a bell/buzzer,S,N1,4
2097,齢,年齢,ねんれい,"age,years old",S,N2,4
2102,劣,劣る/劣悪,おとる/れつあく,to be inferior to/inferior,S,N1,4
2103,烈,強烈,きょうれつ,intense,S,N1,4
2104,裂,裂く,さく,"to tear, to rip up",S,N1,4
2113,路,道路,どうろ,road/highway,G3,N3,4
2115,老,老人,ろうじん,old person,G4,N3,4
2116,労,労働,ろうどう,manual labor,G4,N3,4
2131,賄,賄賂,わいろ,bribe,S,N1,4
2133,惑,迷惑,めいわく,annoyance/nuisance,S,N1,4
2134,枠,枠組み,"わくぐみ
",a framework,S,N1,4
5,曖,曖昧,あいまい,ambiguous/vague,S,N1,5
10,宛,宛名,あてな,"(addressee's) name, (recipient's) name ",S,N1,5
24,畏,畏まりました,かしこまりました,to obey respectfully,S,N1,5
26,尉,尉官,いかん,company officer,S,N1,5
38,緯,緯度,いど,latitude,S,N1,5
57,韻,押韻,おういん,rhyme,S,N1,5
63,鬱,憂鬱,ゆううつ,depression,S,N1,5
86,閲,閲覧,えつらん,browsing (the web),S,N1,5
92,宴,宴会,えんかい,banquet,S,N1,5
103,艶,艶やか,あでやか,charming/bewitching,S,N1,5
111,旺,旺盛,おうせい,lively/energetic/healthy/vigorous,S,N1,5
122,臆,臆病,おくびょう,cowardly/timid,S,N1,5
126,卸,卸売,おろしうり,wholesale,S,N1,5
139,佳,佳作,かさく,good piece of work,S,N1,5
145,架,架空,かくう,fictitious/imaginary,S,N1,5
152,渦,渦,うず,vortex,S,N1,5
158,寡,寡婦,かふ,a widow,S,N1,5
165,瓦,瓦,かわら,roof tile,S,N1,5
168,芽,芽,め,sprout,G4,N1,5
169,賀,賀正,がしょう,"Happy New Year! (only written in cards, not spoken)",G5,N1,5
192,潰,潰す,つぶす,to smash/crush,S,N1,5
198,劾,弾劾,だんがい,impeachment,S,N1,5
204,蓋,蓋,ふた,lid,S,N1,5
207,骸,死骸,しがい,corpse,S,N1,5
208,垣,垣根,かきね,hedge,S,N1,5
217,郭,輪郭,りんかく,contour,S,N1,5
221,閣,内閣,ないかく,Cabinet (government),G6,N1,5
224,嚇,威嚇,いかく,menacing,S,N1,5
225,穫,収穫,しゅうかく,harvest,S,N1,5
240,褐,褐色,かっしょく,dark brown​,S,N1,5
241,轄,管轄,かんかつ,jurisdiction,S,N1,5
242,且,且つ,かつ,moreover,S,N1,5
245,鎌,鎌倉市,かまくらし,Kamakura City,S,N1,5
246,刈,刈る,かる,"to cut/trim (grass, hair, etc.)",S,N1,5
290,艦,艦隊,かんたい,(naval fleet),S,N1,5
308,忌,忌まわしい,いまわしい,abominable,S,N1,5
309,汽,汽船,きせん,steam train/steamship,G2,N1,5
314,軌,軌道,きどう,orbit/track,S,N1,5
332,毀,毀損,きそん,"damage, injury, harm, defamation",S,N1,5
335,畿,近畿地方,きんきちほう,another name for the Kansai region,S,N1,5
338,騎,騎手,きしゅ,horseman,S,N1,5
346,戯,戯曲,ぎきょく,"drama, play",S,N1,5
350,菊,菊,きく,chrysanthemum,S,N1,5
356,脚,脚本,きゃくほん,screen play,S,N1,5
367,朽,老朽,ろうきゅう,"decrepit
",S,N1,5
368,臼,臼,うす,Japanese mortar,S,N1,5
379,嗅,嗅ぐ,かく,sniff,S,N1,5
393,漁,漁師,りょうし,fisherman,G4,N2,5
399,享,享受,きょうじゅ,enjoyment,S,N1,5
403,峡,海峡,かいきょう,channel/strait (connecting land masses or bodies of water),S,N1,5
415,矯,矯正,きょうせい,correction,S,N1,5
421,暁,暁,あかつき,"dawn, daybreak",S,N1,5
440,錦,錦,にしき,brocade fabric,S,N1,5
441,謹,謹慎,きんしん,self restraint,S,N1,5
442,襟,襟,えり,collar,S,N1,5
443,吟,吟味,ぎんみ,"close examination, scrutiny",S,N1,5
459,窟,洞窟,どうくつ,cavern/cave,S,N1,5
464,勲,勲章,くんしょう,"medal, decoration",S,N1,5
474,茎,茎,くき,plant stem,S,N1,5
480,啓,啓発,けいはつ,enlightenment,S,N1,5
481,掲,掲示,けいじ,"post, bulletin, notice",S,N1,5
505,桁,桁,けた,"beam, column",S,N1,5
511,傑,傑作,けっさく,masterpiece,S,N1,5
542,顕,顕微鏡,けんびきょう,microscope,S,N1,5
549,弦,弦,つる,string (of a string instrument ex. guitar),S,N1,5
590,勾,勾配,こうばい,slope,S,N1,5
604,坑,坑道,こうどう,mine shaft,S,N1,5
624,耕,耕す,たがやす,to till/to plow/to plough/to cultivate,G5,N2,5
626,貢,貢献,こうけん,contribution,S,N1,5
631,梗,心筋梗塞,しんきんこうそく,heart attack,S,N1,5
640,鉱,鉱石,こうせき,ore,G5,N2,5
643,酵,酵素,こうそ,enzyme,S,N1,5
644,稿,原稿,げんこう,manuscript,S,N1,5
646,衡,均衡,きんこう,"equilibrium, balance",S,N1,5
650,乞,乞食,こじき,begger,S,N1,5
655,傲,傲慢,ごうまん,pride/arrogance,S,N1,5
663,穀,穀類,こくもつ,grains,G6,N1,5
667,駒,駒,こま,chess/shogi piece,S,N1,5
678,紺,濃紺,のうこん,dark blue,S,N1,5
681,懇,懇話,こんわ,friendly chat,S,N1,5
687,唆,唆す,そそのかす,"to instigate, to tempt, to entice, to incite​",S,N1,5
689,詐,詐欺,さぎ,"fraud, scam",S,N1,5
692,挫,挫く/捻挫,くじく/ねんざ,to sprain/a sprain,S,N1,5
705,斎,斎場,さいじょう,funeral hall,S,N1,5
712,塞,"塞ぐ/塞がる
",ふさぐ/ふたがる,"to close up, block/to be closed up, become blocked",S,N1,5
726,柵,柵,さく,fence,S,N1,5
730,搾,搾取,さくしゅ,exploitation,S,N1,5
731,錯,錯覚,さっかく,illusion,S,N1,5
736,刹,刹那,せつな,"moment, instant",S,N1,5
747,桟,桟橋,さんばし,pier,S,N1,5
757,斬,斬新,ざんしん,"novel (original, new)",S,N1,5
796,嗣,嗣,し,heir,S,N1,5
805,諮,諮問,しもん,consultation,S,N1,5
820,慈,慈悲,じひ,mercy,S,N1,5
823,餌,餌,えさ,bait,S,N1,5
828,軸,軸,じく,axis,S,N1,5
833,疾,疾っくに,とっくに,"""its about time...""",S,N1,5
836,嫉,嫉妬,しっと,"jealousy, envy",S,N1,5
837,漆,漆/漆器,"うるし/しっき
",lacquer,S,N1,5
848,赦,恩赦,おんしゃ,amnesty,S,N1,5
851,遮,遮る,さえぎる,"to intercept, to interrupt, to obstruct",S,N1,5
857,酌,酌む,くむ,to pour sake,S,N1,5
858,釈,釈明,しゃくめい,explanation,S,N1,5
870,殊,特殊,とくしゅ,"special, unique",S,N1,5
894,袖,袖,そで,sleeves,S,N1,5
903,酬,報酬,ほうしゅう,remuneration,S,N1,5
921,淑,淑やか,しとやか,graceful,S,N1,5
929,俊,俊足,しゅんそく,fast runner,S,N1,5
935,准,批准,ひじゅん,ratification,S,N1,5
936,殉,殉教者,じゅんきょう,martyr,S,N1,5
942,遵,遵守,じゅんしゅ,"observance (of laws, rules etc.)",S,N1,5
956,叙,叙情,じょじょう,lyricism,S,N1,5
966,肖,肖像画,しょうぞうが,portrait,S,N1,5
988,掌,掌握,しょうあく,"to seize, grasp",S,N1,5
998,奨,奨学金,しょうがくきん,scholarship (money),S,N1,5
1001,彰,表彰,ひょうしょう,public acknowledgement,S,N1,5
1016,浄,浄化する,じょうか,,S,N1,5
1024,壌,土壌,どじょう,soil,S,N1,5
1026,錠,手錠,てじょう,handcuffs,S,N1,5
1028,醸,醸造,じょうぞう,brewing,S,N1,5
1036,嘱,嘱託,しょくたく,commission,S,N1,5
1045,芯,芯,しん,mechanical pencil lead,S,N1,5
1068,薪,薪,まき,fireword,S,N1,5
1074,迅,迅速,じんそく,fast,S,N1,5
1079,須,必須,ひっす,required,S,N1,5
1085,帥,元帥,げんすい,field marshal,S,N1,5
1092,穂,穂,ほ,ear (ex. of corn) ,S,N1,5
1093,随,随分,ずいぶん,"very, extremely",S,N1,5
1096,崇,崇拝,すうはい,worship,S,N1,5
1098,据,据える,すえる,to place (in position),S,N1,5
1100,裾,裾,すそ,hem,S,N1,5
1102,瀬,早瀬,はやせ,"swift current, rapids",S,N1,5
1113,征,征服,せいふく,"conquest, subjugation",S,N1,5
1136,醒,覚醒,かくせい,awakening (figurative),S,N1,5
1139,斥,排斥,はいせき,"ostracism, rejection",S,N1,5
1146,隻,隻 （一隻）,せき　（いっせき）,counter for ships (one ship),S,N2,5
1148,戚,親戚,しんせき,relatives,S,N1,5
1156,拙,拙速,せっそく,hastily done,S,N1,5
1157,窃,窃盗,せっとう,theft,S,N1,5
1161,摂,摂取,せっしゅ,"intake, ingestion",S,N1,5
1178,栓,栓抜き,せんぬき,bottle opener,S,N1,5
1179,旋,旋律,せんりつ,melody,S,N1,5
1185,詮,所詮,しょせん,after all,S,N1,5
1186,践,実践,じっせん,put into practice,S,N1,5
1187,箋,処方箋,しょほうせん,a prescription,S,N1,5
1191,遷,変遷,へんせん,transition,S,N1,5
1193,薦,推薦,すいせん,"recommendation, referral, endorsement",S,N1,5
1194,繊,繊維,せんい,textile fiber,S,N1,5
1201,漸,漸く,ようやく,"finally, at last​",S,N1,5
1202,膳,膳,ぜん,small Japanese dining table,S,N1,5
1207,租,租税,そぜい,tax/taxation,S,N1,5
1209,措,措置,そち,"measure, step, action",S,N1,5
1214,塑,可塑性,かそせい,plasticity,S,N1,5
1215,遡,遡る,さかのぼる,to go upstream​/to go back,S,N1,5
1224,荘,別荘,べっそう,"vacation home, villa",S,N1,5
1238,喪,喪失,そうしつ,"a loss (ex. of memory, confidence etc.)",S,N1,5
1247,槽,浄化槽,じょうかそう,septic tank,S,N1,5
1248,踪,失踪,しっそう,disappearance,S,N1,5
1250,燥,乾燥,かんそう,dry skin,S,N2,5
1267,捉,捉える,とらえる,to catch; to capture; to seize; to arrest,S,N1,5
1283,遜,遜色,そんしょく,inferior,S,N1,5
1299,胎,胎児,たいじ,fetus,S,N1,5
1322,拓,開拓,かいたく,reclamation (on land),S,N1,5
1323,託,託す,たくす,to entrust (someone) with,S,N1,5
1326,濁,"濁る/濁す
",にごる/にごす,to make muddy/to become muddy,S,N1,5
1344,綻,綻びる,ほころびる,to break into a smile/to come apart at the seam,S,N1,5
1346,鍛,鍛える,きたえる,"to forge, to temper",S,N1,5
1354,壇,"壇/壇上

","だん/だんじょう
",platform/stage,S,N1,5
1365,緻,緻密,ちみつ,"minute, fine, precise",S,N1,5
1368,逐,逐語的,ちくごてき,verbatim,S,N1,5
1371,秩,秩序,ちつじょ,"order, discipline",S,N1,5
1372,窒,窒息,ちっそく,suffocation,S,N1,5
1375,嫡,嫡出/嫡子,"ちゃくしゅつ/ちゃくし
",legitimate (ex. legitimate birth/legitimate child),S,N1,5
1386,衷,折衷,せっちゅう,compromise,S,N1,5
1393,弔,弔辞,ちょうじ,a message of condolensces ,S,N1,5
1407,貼,貼付,ちょうふ,paste,S,N1,5
1409,腸,腸,ちょう,intestines,G4,N1,5
1412,嘲,嘲る,あざける,"to scoff, to laugh at, to make fun of, to ridicule",S,N1,5
1414,澄,"澄む/澄ます
",すむ/すます,"to become/make clear (water, air, etc.)",S,N1,5
1417,懲,懲りる,こりる,to learn by experience,S,N1,5
1420,捗,捗る,はかどる,to make progress,S,N1,5
1432,塚,塚,つか,mound,S,N1,5
1438,呈,呈する,ていしている,"to display, present, exhibit",S,N1,5
1439,廷,法廷,ほうてい,courtroom,S,N1,5
1450,逓,逓信,ていしん,"communications (ex. post, tele.)",S,N1,5
1453,堤,堤防,ていぼう,levee,S,N1,5
1461,笛,笛,ふえ,"flute, recorder, clarinet and othe similar instruments",G3,N1,5
1479,塡,充填,じゅうてん,filling (up),S,N1,5
1482,殿,御殿場市,ごてんばし,Gotenba City,S,N2,5
1486,妬,嫉妬,しっと,"jealousy, envy",S,N1,5
1515,悼,悼む,いたむ,"to grieve over, to mourn, to lament",S,N1,5
1520,棟,病棟,びょうとう,hospital ward,S,N1,5
1522,痘,天然痘,てんねんとう,small pox,S,N1,5
1528,稲,稲,いね,rice plant,S,N1,5
1535,騰,沸騰,ふっとう,boiling,S,N1,5
1537,洞,洞察,どうさつ,insight,S,N1,5
1547,峠,峠,とうげ,"mountain pass, peak",S,N1,5
1553,篤,危篤,きとく,to be in critical condition,S,N1,5
1561,屯,屯,トン,a metric ton/tonne,S,N1,5
1563,頓,整頓,せいとん,orderly,S,N1,5
1564,貪,貪る,むさぼる,"to covet, to crave, to lust insatiably for",S,N1,5
1604,把,把握,はあく,"to grasp, understand",S,N1,5
1611,罵,罵る,ののしる,"to shout verbal abuse, to curse at",S,N1,5
1625,培,培養,ばいよう,a microbiological culture,S,N1,5
1627,媒,触媒,しょくばい,catalyst (chemistry),S,N1,5
1629,賠,賠償,ばいしょう,"reparations, compensation",S,N1,5
1651,伐,伐採,ばっさい,logging,S,N1,5
1659,帆,帆,ほ,(boat) sail,S,N1,5
1660,汎,汎用,はんよう,"generic, all-purpose",S,N1,5
1667,班,班,はん,team,G6,N1,5
1671,斑,斑点,はんてん,"spots, flecks, speckles, patches",S,N1,5
1673,搬,運搬,うんぱん,transport,S,N1,5
1681,蛮,野蛮,やばん,"barbarian, barbarous, barbaric",S,N1,5
1689,披,披露宴,ひろうえん,reception (ex. wedding),S,N1,5
1700,碑,"碑/記念碑
","いしぶみ/きねんひ
",monument,S,N1,5
1713,泌,分泌,ぶんぴつ,secretion,S,N1,5
1719,俵,俵,たわら,bale (straw bag),G5,N1,5
1732,賓,賓客,ひんきゃく,guest of honor,S,N1,5
1733,頻,頻りに,しきりに,eagerly,S,N1,5
1735,瓶,瓶詰め,びんづめ,bottling,S,N2,5
1748,赴,赴任,ふにん,assignment (moving to a new location for work),S,N1,5
1757,賦,月賦,げっぷ,monthly installment,S,N1,5
1773,覆,覆う,おおう,"to cover, hide, conceal",S,N1,5
1791,併,合併,がっぺい,merger,S,N1,5
1794,陛,陛下,へいか,Your Majesty; His Majesty; Her Majesty,G6,N1,5
1796,塀,塀,へい,fence,S,N1,5
1806,蔑,軽蔑,けいべつ,contempt,S,N1,5
1812,遍,普遍,ふへん,universal,S,N1,5
1819,哺,哺乳類,ほにゅうるい,mammal,S,N1,5
1826,慕,慕う,したう,to yearn for,S,N1,5
1828,簿,名簿,めいぼ,"roster, register of names",S,N1,5
1832,邦,連邦,れんぽう,commonwealth,S,N1,5
1833,奉,奉仕,ほうし,"service, church work, ministry",S,N1,5
1841,倣,模倣,もほう,imitation,S,N1,5
1842,峰,峰,みね,"peak, summit",S,N1,5
1851,縫,裁縫,さいほう,sewing,S,N1,5
1864,紡,紡績,ぼうせき,spinning (textiles),S,N1,5
1866,傍,傍ら,かたわら,beside,S,N1,5
1870,貌,全貌,ぜんぼう,"whole story, full picture",S,N1,5
1877,朴,素朴,そぼく,"simple, artless, unsophisticated",S,N1,5
1879,睦,親睦,しんぼく,"amity, fellowship",S,N1,5
1884,勃,勃起,ぼっき,(penile) erection,S,N1,5
1885,堀,堀,ほり,moat,S,N1,5
1898,昧,曖昧,あいまい,"vague, ambiguous, unclear​",S,N1,5
1901,膜,膜,まく,membrane,S,N1,5
1905,抹,抹消,まっしょう,erasure,S,N1,5
1932,銘,感銘,かんめい,to be deeply impressed,S,N1,5
1944,耗,消耗,しょうもう,exhaustion,S,N1,5
1950,紋,紋,もん,"family crest, coat of arms",S,N1,5
1975,悠,悠々,ゆうゆう,quiet/calm/leisurely,S,N1,5
1977,湧,湧く,わく,"to well (up), to gush forth (of water)",S,N1,5
1978,猶,猶予,ゆうよ,postpone,S,N1,5
1998,庸,庸,よう,mediocre ,S,N1,5
2008,窯,窯,かま,"stove, furnace, kiln",S,N1,5
2010,擁,擁護,ようご,legal protection,S,N1,5
2011,謡,謡,うたい,noh chanting,S,N1,5
2014,沃,沃地,よくち,fertile land,S,N1,5
2021,羅,羅針盤,らしんばん,compass,S,N1,5
2027,酪,酪農,らくのう,dairy farming,S,N1,5
